index,timestamp,source_ip,dest_ip,source_port,dest_port,user_id,event_type,log_source,src_hostname,dest_hostname,process_name,command_line,bytes_in,bytes_out,protocol,status_code,label,attack_stage,threat_family,confidence_score
138,2026-02-14T13:08:00Z,10.0.9.141,10.0.1.10,57102,445,corp\admin,network_flow,Sysmon,WIN-WS22,DC01,backup.exe,,731,9109177,TCP,200,benign,none,none,0.01
139,2026-02-15T04:15:00Z,10.0.4.151,10.0.1.10,45116,443,corp\jdoe,login,Zeek,WIN-WS21,DC01,winlogon.exe,,5517,4187573,TCP,0,benign,none,none,0.09
140,2026-02-14T15:56:00Z,10.0.6.153,10.0.1.10,44057,445,corp\admin,login,Windows_EventLog,WIN-WS22,DC01,backup.exe,,1732,2191083,TCP,0,benign,none,none,0.03
141,2026-02-15T05:53:00Z,10.0.5.5,198.51.100.45,60111,88,corp\jdoe,file_access,Zeek,WIN-SRV50,DC01,backup.exe,,6378,5375124,TCP,403,benign,none,none,0.1
142,2026-02-14T08:18:00Z,10.0.8.37,151.101.1.69,59043,443,corp\admin,network_flow,Sysmon,WIN-WS22,DC01,winlogon.exe,,6279,6738412,TCP,403,benign,none,none,0.12
143,2026-02-14T23:12:00Z,10.0.3.86,203.0.113.88,45341,3389,corp\asmith,login,Sysmon,WIN-WS22,DC01,winlogon.exe,,1241,1312753,TCP,0,benign,none,none,0.14
144,2026-02-14T18:18:00Z,10.0.3.141,10.0.1.10,45162,88,corp\admin,process_exec,,WIN-WS21,DC01,powershell.exe,,928,390077,TCP,0,benign,none,none,0.09
145,2026-02-14T22:38:00Z,10.0.6.121,10.0.1.10,58937,3389,corp\asmith,process_exec,Sysmon,WIN-WS21,ext-news,backup.exe,,8127,8388790,TCP,0,benign,none,none,0.11
146,2026-02-14T10:37:00Z,10.0.8.110,151.101.1.69,40570,445,corp\jdoe,file_access,Windows_EventLog,WIN-WS22,FILE01,powershell.exe,,5026,3881602,TCP,403,benign,none,none,0.11
147,2026-02-14T23:55:00Z,10.0.8.42,10.0.1.10,59897,445,corp\asmith,network_flow,Windows_EventLog,WIN-WS21,ext-news,powershell.exe,,7740,8829841,TCP,0,benign,none,none,0.06
148,2026-02-15T07:01:00Z,10.0.2.12,203.0.113.88,49142,88,corp\jdoe,login,Zeek,WIN-SRV50,ext-news,backup.exe,,7393,9912395,TCP,200,benign,none,none,0.06
149,2026-02-14T12:48:00Z,10.0.9.158,203.0.113.88,45372,88,corp\admin,login,Zeek,WIN-WS22,ext-news,winlogon.exe,,4241,5936244,TCP,200,benign,none,none,0.08
150,2026-02-15T00:39:00Z,10.0.1.12,151.101.1.69,46386,3389,corp\jdoe,login,Zeek,WIN-SRV50,FILE01,backup.exe,,483,8159795,TCP,200,benign,none,none,0.05
151,2026-02-15T05:16:00Z,10.0.5.78,198.51.100.45,57435,445,corp\jdoe,login,Zeek,WIN-WS21,ext-news,backup.exe,,4963,9523838,TCP,0,benign,none,none,0.03
152,2026-02-14T13:16:00Z,10.0.8.170,151.101.1.69,43514,445,corp\asmith,network_flow,Windows_EventLog,WIN-SRV50,ext-news,backup.exe,,1422,3072071,TCP,403,benign,none,none,0.07
153,2026-02-14T14:12:00Z,10.0.6.179,203.0.113.88,57038,443,corp\jdoe,login,Windows_EventLog,WIN-WS21,FILE01,chrome.exe,,7407,2091999,TCP,200,benign,none,none,0.13
154,2026-02-14T08:31:00Z,10.0.8.77,203.0.113.88,58792,445,corp\admin,login,Sysmon,WIN-SRV50,ext-news,powershell.exe,,5990,2326111,TCP,0,benign,none,none,0.08
155,2026-02-15T00:04:00Z,10.0.5.204,151.101.1.69,64470,3389,corp\jdoe,network_flow,Sysmon,WIN-WS22,FILE01,winlogon.exe,,4911,5567608,TCP,0,benign,none,none,0.1
156,2026-02-14T20:06:00Z,10.0.8.254,198.51.100.45,63133,88,corp\jdoe,login,Zeek,WIN-WS21,FILE01,powershell.exe,,2164,6827567,TCP,403,benign,none,none,0.09
157,2026-02-14T11:42:00Z,10.0.4.12,203.0.113.88,41926,443,corp\jdoe,login,Sysmon,WIN-WS21,ext-news,winlogon.exe,,7912,1730537,TCP,403,benign,none,none,0.07
158,2026-02-14T22:43:00Z,10.0.1.144,151.101.1.69,44695,445,corp\admin,login,Zeek,WIN-WS22,DC01,chrome.exe,,6579,8439212,TCP,0,benign,none,none,0.14
159,2026-02-14T08:23:00Z,10.0.7.209,203.0.113.88,56972,3389,corp\admin,login,Sysmon,WIN-SRV50,DC01,winlogon.exe,,5477,7258817,TCP,0,benign,none,none,0.13
160,2026-02-14T13:55:00Z,10.0.8.124,10.0.1.10,59761,445,corp\admin,file_access,Zeek,WIN-SRV50,FILE01,winlogon.exe,,4447,2142129,TCP,403,benign,none,none,0.04
161,2026-02-14T15:59:00Z,10.0.9.1,10.0.1.10,47047,443,corp\asmith,file_access,Windows_EventLog,WIN-WS21,DC01,chrome.exe,,6717,9494034,TCP,0,benign,none,none,0.03
162,2026-02-15T06:48:00Z,10.0.4.186,203.0.113.88,41094,445,corp\admin,process_exec,Windows_EventLog,WIN-SRV50,FILE01,backup.exe,,2744,2323355,TCP,200,benign,none,none,0.04
163,2026-02-14T11:50:00Z,10.0.7.38,198.51.100.45,43434,88,corp\jdoe,file_access,Sysmon,WIN-WS22,FILE01,winlogon.exe,,454,9541928,TCP,0,benign,none,none,0.06
164,2026-02-14T12:38:00Z,10.0.4.117,203.0.113.88,40865,88,corp\asmith,file_access,Windows_EventLog,WIN-WS21,FILE01,backup.exe,,7113,3082077,TCP,200,benign,none,none,0.1
165,2026-02-14T17:24:00Z,10.0.9.71,10.0.1.10,51261,88,corp\asmith,login,Sysmon,WIN-WS21,ext-news,powershell.exe,,504,2156275,TCP,403,benign,none,none,0.07
166,2026-02-14T23:28:00Z,10.0.9.87,198.51.100.45,60356,88,corp\jdoe,network_flow,Windows_EventLog,WIN-WS21,ext-news,backup.exe,,5547,20054,TCP,0,benign,none,none,0.04
167,2026-02-14T22:15:00Z,10.0.7.162,151.101.1.69,52034,443,corp\jdoe,login,Sysmon,WIN-WS22,ext-news,powershell.exe,,3495,6760970,TCP,403,benign,none,none,0.11
168,2026-02-14T10:57:00Z,10.0.6.95,151.101.1.69,52140,3389,corp\jdoe,file_access,Windows_EventLog,WIN-SRV50,FILE01,chrome.exe,,896,4191440,TCP,403,benign,none,none,0.06
169,2026-02-14T12:16:00Z,10.0.8.216,203.0.113.88,51515,443,corp\asmith,login,Windows_EventLog,WIN-SRV50,DC01,backup.exe,,7279,7230909,TCP,200,benign,none,none,0.01
170,2026-02-14T17:50:00Z,10.0.3.231,151.101.1.69,46374,88,corp\jdoe,login,Zeek,WIN-WS21,ext-news,powershell.exe,,9724,1045164,TCP,0,benign,none,none,0.07
171,2026-02-15T01:20:00Z,10.0.5.161,151.101.1.69,49981,445,corp\admin,file_access,Zeek,WIN-WS21,ext-news,winlogon.exe,,2566,7687994,TCP,403,benign,none,none,0.05
172,2026-02-15T01:11:00Z,10.0.3.240,198.51.100.45,58537,445,corp\admin,network_flow,Sysmon,WIN-SRV50,DC01,powershell.exe,,8444,2506634,TCP,0,benign,none,none,0.05
173,2026-02-15T07:58:00Z,10.0.5.209,198.51.100.45,50974,3389,corp\jdoe,network_flow,Zeek,WIN-SRV50,ext-news,backup.exe,,9683,5033664,TCP,200,benign,none,none,0.06
174,2026-02-14T09:08:00Z,10.0.5.135,10.0.1.10,50581,443,corp\jdoe,process_exec,Windows_EventLog,WIN-SRV50,ext-news,backup.exe,,3447,9485563,TCP,403,benign,none,none,0.06
175,2026-02-14T20:14:00Z,10.0.8.194,10.0.1.10,60026,88,corp\jdoe,process_exec,Sysmon,WIN-WS21,FILE01,backup.exe,,2819,1300947,TCP,200,benign,none,none,0.03
176,2026-02-14T08:28:00Z,10.0.2.161,10.0.1.10,41637,3389,corp\asmith,file_access,Zeek,WIN-WS21,DC01,winlogon.exe,,260,1716155,TCP,0,benign,none,none,0.12
177,2026-02-14T16:40:00Z,10.0.6.203,198.51.100.45,59490,3389,corp\admin,login,Zeek,WIN-SRV50,DC01,backup.exe,,4305,1058933,TCP,200,benign,none,none,0.15
178,2026-02-15T06:00:00Z,10.0.1.22,151.101.1.69,52995,445,corp\jdoe,file_access,Zeek,WIN-WS21,DC01,chrome.exe,,1197,789004,TCP,403,benign,none,none,0.12
179,2026-02-15T00:55:00Z,10.0.4.14,203.0.113.88,62499,3389,corp\jdoe,process_exec,Zeek,WIN-WS21,ext-news,powershell.exe,,6701,9823395,TCP,403,benign,none,none,0.09
180,2026-02-14T22:52:00Z,10.0.9.5,151.101.1.69,63920,88,corp\asmith,network_flow,Sysmon,WIN-SRV50,ext-news,backup.exe,,2152,3694679,TCP,403,benign,none,none,0.02
181,2026-02-14T12:59:00Z,10.0.6.43,151.101.1.69,58849,443,corp\jdoe,file_access,Sysmon,WIN-SRV50,DC01,winlogon.exe,,3452,9444339,TCP,0,benign,none,none,0.13
182,2026-02-14T18:39:00Z,10.0.1.202,203.0.113.88,47579,3389,corp\admin,login,Sysmon,WIN-WS21,DC01,winlogon.exe,,2840,9020166,TCP,200,benign,none,none,0.12
183,2026-02-14T19:12:00Z,10.0.1.250,203.0.113.88,43386,445,corp\jdoe,process_exec,Windows_EventLog,WIN-SRV50,DC01,backup.exe,,8904,2304030,TCP,0,benign,none,none,0.11
184,2026-02-14T12:19:00Z,10.0.6.100,198.51.100.45,42188,443,corp\admin,network_flow,Sysmon,WIN-SRV50,DC01,winlogon.exe,,339,1574651,TCP,200,benign,none,none,0.08
185,2026-02-14T21:55:00Z,10.0.1.215,203.0.113.88,61060,443,corp\asmith,file_access,Zeek,WIN-WS21,DC01,chrome.exe,,6543,9756160,TCP,200,benign,none,none,0.13
186,2026-02-15T05:35:00Z,10.0.3.5,10.0.1.10,63659,88,corp\admin,file_access,Sysmon,WIN-WS22,ext-news,chrome.exe,,1781,5937048,TCP,200,benign,none,none,0.14
187,2026-02-14T14:30:00Z,10.0.7.203,198.51.100.45,52473,88,corp\admin,network_flow,Windows_EventLog,WIN-WS21,DC01,backup.exe,,505,735745,TCP,0,benign,none,none,0.08
188,2026-02-15T01:12:00Z,10.0.3.171,203.0.113.88,46946,3389,corp\asmith,network_flow,Zeek,WIN-WS21,FILE01,powershell.exe,,5164,1121255,TCP,403,benign,none,none,0.1
189,2026-02-15T01:36:00Z,10.0.5.187,198.51.100.45,58225,443,corp\asmith,process_exec,Zeek,WIN-SRV50,ext-news,chrome.exe,,2823,5552044,TCP,403,benign,none,none,0.04
190,2026-02-14T11:28:00Z,10.0.3.247,151.101.1.69,62545,445,corp\asmith,network_flow,Windows_EventLog,WIN-SRV50,FILE01,powershell.exe,,5995,2901620,TCP,403,benign,none,none,0.12
191,2026-02-14T11:53:00Z,10.0.7.56,198.51.100.45,60012,88,corp\admin,file_access,Windows_EventLog,WIN-WS21,ext-news,chrome.exe,,2252,2082351,TCP,0,benign,none,none,0.13
192,2026-02-14T14:13:00Z,10.0.7.168,151.101.1.69,60120,3389,corp\admin,login,Zeek,WIN-WS21,ext-news,winlogon.exe,,7506,5290683,TCP,0,benign,none,none,0.05
193,2026-02-15T02:10:00Z,10.0.4.117,203.0.113.88,40985,3389,corp\asmith,file_access,Zeek,WIN-WS21,ext-news,powershell.exe,,3771,9090646,TCP,0,benign,none,none,0.06
194,2026-02-14T10:35:00Z,10.0.9.237,151.101.1.69,64278,3389,corp\asmith,network_flow,Sysmon,WIN-SRV50,FILE01,winlogon.exe,,6642,4035297,TCP,403,benign,none,none,0.04
195,2026-02-14T22:38:00Z,10.0.5.151,203.0.113.88,63315,88,corp\jdoe,file_access,Zeek,WIN-SRV50,DC01,chrome.exe,,2321,7787369,TCP,0,benign,none,none,0.01
196,2026-02-14T13:06:00Z,10.0.2.63,151.101.1.69,45820,3389,corp\admin,login,Sysmon,WIN-WS21,FILE01,chrome.exe,,3368,529838,TCP,0,benign,none,none,0.01
197,2026-02-14T15:24:00Z,10.0.8.119,203.0.113.88,55889,3389,corp\jdoe,login,Windows_EventLog,WIN-WS22,FILE01,chrome.exe,,8394,1068866,TCP,0,benign,none,none,0.13
198,2026-02-14T12:32:00Z,10.0.4.103,10.0.1.10,44667,445,corp\jdoe,login,Sysmon,WIN-WS21,FILE01,backup.exe,,372,8362082,TCP,403,benign,none,none,0.11
199,2026-02-14T12:20:00Z,10.0.7.68,10.0.1.10,48584,88,corp\admin,process_exec,Windows_EventLog,WIN-WS22,FILE01,chrome.exe,,4278,4887567,TCP,0,benign,none,none,0.09
200,2026-02-14T20:51:00Z,10.0.1.40,198.51.100.45,50913,445,corp\asmith,network_flow,Zeek,WIN-SRV50,FILE01,chrome.exe,,1846,9399111,TCP,403,benign,none,none,0.08
201,2026-02-15T07:31:00Z,10.0.2.219,151.101.1.69,62019,88,corp\jdoe,network_flow,Sysmon,WIN-WS22,FILE01,powershell.exe,,4944,4641556,TCP,403,benign,none,none,0.1
202,2026-02-14T10:51:00Z,10.0.9.1,203.0.113.88,47813,443,corp\jdoe,process_exec,Windows_EventLog,WIN-WS22,DC01,winlogon.exe,,5165,8794576,TCP,0,benign,none,none,0.14
203,2026-02-14T16:43:00Z,10.0.7.219,203.0.113.88,53618,88,corp\jdoe,login,Sysmon,WIN-SRV50,DC01,backup.exe,,3999,5157196,TCP,403,benign,none,none,0.02
204,2026-02-15T07:46:00Z,10.0.9.6,151.101.1.69,40396,88,corp\admin,network_flow,Zeek,WIN-WS22,FILE01,chrome.exe,,6382,6675442,TCP,403,benign,none,none,0.05
205,2026-02-15T03:08:00Z,10.0.5.146,10.0.1.10,53079,88,corp\admin,login,Sysmon,WIN-SRV50,ext-news,backup.exe,,1853,9836739,TCP,403,benign,none,none,0.09
206,2026-02-15T04:46:00Z,10.0.4.248,10.0.1.10,51917,445,corp\jdoe,network_flow,Windows_EventLog,WIN-SRV50,ext-news,backup.exe,,2260,1612666,TCP,200,benign,none,none,0.15
207,2026-02-15T01:37:00Z,10.0.6.203,203.0.113.88,64967,445,corp\asmith,network_flow,Zeek,WIN-WS22,ext-news,powershell.exe,,7112,6407580,TCP,0,benign,none,none,0.1
208,2026-02-14T22:17:00Z,10.0.2.248,10.0.1.10,62265,88,corp\admin,process_exec,Sysmon,WIN-WS22,ext-news,powershell.exe,,6199,4049013,TCP,0,benign,none,none,0.09
209,2026-02-14T17:11:00Z,10.0.7.148,151.101.1.69,58818,3389,corp\jdoe,login,Sysmon,WIN-WS22,DC01,powershell.exe,,4396,9877329,TCP,200,benign,none,none,0.04
210,2026-02-14T20:15:00Z,10.0.2.138,198.51.100.45,56672,88,corp\jdoe,login,Sysmon,WIN-WS21,DC01,chrome.exe,,5033,8869820,TCP,200,benign,none,none,0.03
211,2026-02-14T21:53:00Z,10.0.2.138,151.101.1.69,62479,3389,corp\admin,login,Sysmon,WIN-WS21,FILE01,chrome.exe,,8646,2277485,TCP,403,benign,none,none,0.08
212,2026-02-15T00:18:00Z,10.0.1.142,10.0.1.10,40284,88,corp\admin,login,Zeek,WIN-WS21,DC01,backup.exe,,8209,9281665,TCP,403,benign,none,none,0.11
213,2026-02-15T07:29:00Z,10.0.9.51,198.51.100.45,45063,445,corp\jdoe,process_exec,Sysmon,WIN-SRV50,DC01,powershell.exe,,8874,1657899,TCP,0,benign,none,none,0.05
214,2026-02-14T14:12:00Z,10.0.1.219,151.101.1.69,47364,445,corp\admin,process_exec,Sysmon,WIN-SRV50,DC01,chrome.exe,,3784,797873,TCP,0,benign,none,none,0.11
215,2026-02-15T07:57:00Z,10.0.7.56,10.0.1.10,59613,3389,corp\jdoe,file_access,Zeek,WIN-WS22,FILE01,backup.exe,,7296,5983828,TCP,403,benign,none,none,0.06
216,2026-02-15T01:25:00Z,10.0.4.34,151.101.1.69,49859,443,corp\asmith,process_exec,Sysmon,WIN-WS22,FILE01,powershell.exe,,7598,698562,TCP,200,benign,none,none,0.04
217,2026-02-14T23:31:00Z,10.0.8.136,151.101.1.69,52793,88,corp\admin,process_exec,Zeek,WIN-WS21,DC01,backup.exe,,4236,5175818,TCP,0,benign,none,none,0.13
218,2026-02-14T10:59:00Z,10.0.6.107,198.51.100.45,55772,3389,corp\asmith,process_exec,Sysmon,WIN-WS21,FILE01,chrome.exe,,4476,885177,TCP,200,benign,none,none,0.11
219,2026-02-14T20:49:00Z,10.0.7.115,198.51.100.45,58322,3389,corp\admin,network_flow,Zeek,WIN-WS21,FILE01,winlogon.exe,,2969,4082018,TCP,200,benign,none,none,0.03
220,2026-02-14T16:05:00Z,10.0.2.69,151.101.1.69,40623,445,corp\jdoe,network_flow,Windows_EventLog,WIN-SRV50,DC01,winlogon.exe,,4854,9394120,TCP,200,benign,none,none,0.05
221,2026-02-14T14:08:00Z,10.0.1.59,203.0.113.88,57448,445,corp\jdoe,login,Sysmon,WIN-WS22,ext-news,winlogon.exe,,990,3792211,TCP,403,benign,none,none,0.15
222,2026-02-15T01:04:00Z,10.0.5.81,10.0.1.10,48963,445,corp\jdoe,login,Windows_EventLog,WIN-SRV50,ext-news,powershell.exe,,8250,1232916,TCP,0,benign,none,none,0.06
223,2026-02-15T05:04:00Z,10.0.4.88,151.101.1.69,55898,445,corp\jdoe,login,Zeek,WIN-SRV50,FILE01,powershell.exe,,1026,346615,TCP,200,benign,none,none,0.08
224,2026-02-14T09:13:00Z,10.0.7.16,151.101.1.69,45380,88,corp\admin,login,Windows_EventLog,WIN-WS21,ext-news,chrome.exe,,2519,3584162,TCP,403,benign,none,none,0.06
225,2026-02-14T19:47:00Z,10.0.9.243,10.0.1.10,43576,88,corp\asmith,network_flow,Sysmon,WIN-SRV50,DC01,backup.exe,,3357,188372,TCP,403,benign,none,none,0.04
226,2026-02-14T14:33:00Z,10.0.9.87,198.51.100.45,57538,445,corp\admin,process_exec,Zeek,WIN-SRV50,DC01,winlogon.exe,,4479,2349330,TCP,200,benign,none,none,0.06
227,2026-02-14T18:03:00Z,10.0.1.40,10.0.1.10,62508,88,corp\asmith,file_access,Sysmon,WIN-WS22,FILE01,powershell.exe,,2706,8192003,TCP,403,benign,none,none,0.01
228,2026-02-15T00:12:00Z,10.0.2.242,203.0.113.88,60856,445,corp\jdoe,network_flow,Sysmon,WIN-WS22,DC01,chrome.exe,,4006,6229267,TCP,0,benign,none,none,0.05
229,2026-02-15T01:46:00Z,10.0.1.233,151.101.1.69,53857,445,corp\admin,process_exec,Windows_EventLog,WIN-WS21,DC01,chrome.exe,,7996,8694161,TCP,0,benign,none,none,0.09
230,2026-02-14T12:48:00Z,10.0.5.206,10.0.1.10,47297,3389,corp\asmith,login,Zeek,WIN-WS21,FILE01,chrome.exe,,1780,884582,TCP,200,benign,none,none,0.1
231,2026-02-14T11:08:00Z,10.0.6.49,10.0.1.10,63924,445,corp\admin,process_exec,Windows_EventLog,WIN-WS22,ext-news,winlogon.exe,,9656,1994104,TCP,0,benign,none,none,0.03
232,2026-02-14T17:58:00Z,10.0.3.177,203.0.113.88,61717,3389,corp\admin,login,Zeek,WIN-WS22,ext-news,backup.exe,,4272,3289242,TCP,0,benign,none,none,0.07
233,2026-02-14T14:32:00Z,10.0.3.110,198.51.100.45,43553,443,corp\asmith,process_exec,Sysmon,WIN-WS21,ext-news,powershell.exe,,2732,7165731,TCP,200,benign,none,none,0.04
234,2026-02-14T18:17:00Z,10.0.6.43,203.0.113.88,64271,3389,corp\admin,file_access,Sysmon,WIN-WS22,ext-news,backup.exe,,6078,366085,TCP,0,benign,none,none,0.12
235,2026-02-14T09:39:00Z,10.0.4.77,198.51.100.45,54664,3389,corp\admin,login,Zeek,WIN-SRV50,FILE01,chrome.exe,,1750,6220594,TCP,0,benign,none,none,0.01
236,2026-02-14T09:14:00Z,10.0.9.20,10.0.1.10,48818,3389,corp\admin,process_exec,Zeek,WIN-WS21,DC01,powershell.exe,,210,893719,TCP,200,benign,none,none,0.05
237,2026-02-15T00:02:00Z,10.0.4.201,203.0.113.88,43066,445,corp\jdoe,file_access,Windows_EventLog,WIN-WS21,DC01,powershell.exe,,7610,3043486,TCP,0,benign,none,none,0.07
238,2026-02-14T22:35:00Z,10.0.1.81,10.0.1.10,42031,88,corp\asmith,file_access,Windows_EventLog,WIN-SRV50,ext-news,powershell.exe,,1972,7039225,TCP,200,benign,none,none,0.1
239,2026-02-15T00:37:00Z,10.0.3.123,198.51.100.45,40196,445,corp\asmith,file_access,Sysmon,WIN-WS22,FILE01,powershell.exe,,7566,5337635,TCP,0,benign,none,none,0.11
240,2026-02-15T01:01:00Z,10.0.8.115,198.51.100.45,49156,443,corp\jdoe,network_flow,Sysmon,WIN-SRV50,FILE01,powershell.exe,,4104,1521110,TCP,403,benign,none,none,0.04
241,2026-02-14T17:55:00Z,10.0.3.86,198.51.100.45,58365,445,corp\jdoe,process_exec,Zeek,WIN-WS21,DC01,winlogon.exe,,7865,5636213,TCP,403,benign,none,none,0.01
242,2026-02-14T18:46:00Z,10.0.2.232,151.101.1.69,49332,443,corp\jdoe,file_access,Windows_EventLog,WIN-WS22,ext-news,chrome.exe,,4593,2028496,TCP,403,benign,none,none,0.02
243,2026-02-14T22:12:00Z,10.0.1.39,151.101.1.69,40070,3389,corp\asmith,login,Windows_EventLog,WIN-WS22,ext-news,powershell.exe,,1890,1572795,TCP,200,benign,none,none,0.1
244,2026-02-14T15:09:00Z,10.0.8.136,151.101.1.69,57456,443,corp\asmith,file_access,Windows_EventLog,WIN-SRV50,ext-news,powershell.exe,,7906,1290823,TCP,403,benign,none,none,0.1
245,2026-02-14T16:40:00Z,10.0.3.205,10.0.1.10,41949,443,corp\admin,login,Zeek,WIN-WS21,ext-news,chrome.exe,,1738,1229695,TCP,200,benign,none,none,0.02
246,2026-02-14T12:28:00Z,10.0.9.232,198.51.100.45,57207,88,corp\asmith,file_access,Windows_EventLog,WIN-WS22,DC01,winlogon.exe,,9389,3431369,TCP,403,benign,none,none,0.1
247,2026-02-14T19:59:00Z,10.0.3.59,151.101.1.69,44592,3389,corp\asmith,file_access,Sysmon,WIN-SRV50,ext-news,chrome.exe,,3219,279754,TCP,200,benign,none,none,0.09
248,2026-02-14T11:00:00Z,10.0.8.36,198.51.100.45,40074,88,corp\admin,file_access,Zeek,WIN-WS21,DC01,winlogon.exe,,7628,1267426,TCP,0,benign,none,none,0.11
249,2026-02-15T00:52:00Z,10.0.7.47,10.0.1.10,52828,443,corp\jdoe,login,Sysmon,WIN-SRV50,ext-news,chrome.exe,,4311,3378483,TCP,200,benign,none,none,0.03
250,2026-02-15T04:47:00Z,10.0.7.229,198.51.100.45,53902,3389,corp\admin,file_access,Windows_EventLog,WIN-WS22,ext-news,winlogon.exe,,1832,4374324,TCP,200,benign,none,none,0.11
251,2026-02-14T13:43:00Z,10.0.6.35,10.0.1.10,62002,3389,corp\admin,process_exec,Windows_EventLog,WIN-WS22,DC01,chrome.exe,,2120,8795557,TCP,200,benign,none,none,0.09
252,2026-02-14T15:11:00Z,10.0.4.242,151.101.1.69,57311,443,corp\asmith,process_exec,Sysmon,WIN-WS22,FILE01,powershell.exe,,2475,3874770,TCP,200,benign,none,none,0.11
253,2026-02-14T19:19:00Z,10.0.3.110,198.51.100.45,55859,445,corp\jdoe,process_exec,Zeek,WIN-WS21,FILE01,winlogon.exe,,7614,5082615,TCP,0,benign,none,none,0.14
254,2026-02-14T21:47:00Z,10.0.1.67,198.51.100.45,52744,88,corp\admin,login,Sysmon,WIN-WS21,DC01,winlogon.exe,,1792,3311245,TCP,0,benign,none,none,0.06
255,2026-02-15T06:29:00Z,10.0.4.236,10.0.1.10,62541,443,corp\admin,process_exec,Zeek,WIN-WS21,DC01,chrome.exe,,4211,8568399,TCP,403,benign,none,none,0.1
256,2026-02-14T16:31:00Z,10.0.8.25,151.101.1.69,64961,445,corp\admin,process_exec,Sysmon,WIN-WS22,DC01,backup.exe,,278,1948721,TCP,0,benign,none,none,0.03
257,2026-02-15T07:01:00Z,10.0.6.1,10.0.1.10,52834,3389,corp\jdoe,file_access,Zeek,WIN-WS22,DC01,powershell.exe,,6500,9199307,TCP,403,benign,none,none,0.12
258,2026-02-15T05:37:00Z,10.0.6.19,10.0.1.10,43488,88,corp\asmith,login,Sysmon,WIN-WS22,FILE01,winlogon.exe,,8917,4575278,TCP,0,benign,none,none,0.04
259,2026-02-14T14:03:00Z,10.0.7.36,203.0.113.88,50930,88,corp\asmith,file_access,Sysmon,WIN-WS22,FILE01,chrome.exe,,5089,3346651,TCP,403,benign,none,none,0.1
260,2026-02-14T08:17:00Z,10.0.6.75,10.0.1.10,62072,88,corp\jdoe,process_exec,Zeek,WIN-WS21,ext-news,backup.exe,,9513,1020523,TCP,403,benign,none,none,0.14
261,2026-02-15T05:46:00Z,10.0.2.100,151.101.1.69,57579,88,corp\jdoe,file_access,Windows_EventLog,WIN-SRV50,FILE01,winlogon.exe,,1718,6220152,TCP,200,benign,none,none,0.08
262,2026-02-14T20:09:00Z,10.0.3.102,203.0.113.88,43655,3389,corp\asmith,process_exec,Sysmon,WIN-WS21,FILE01,powershell.exe,,2885,9232757,TCP,0,benign,none,none,0.11
263,2026-02-15T03:14:00Z,10.0.7.254,198.51.100.45,45580,3389,corp\admin,network_flow,Zeek,WIN-WS22,ext-news,backup.exe,,6202,3146501,TCP,200,benign,none,none,0.08
264,2026-02-15T04:13:00Z,10.0.5.233,151.101.1.69,45359,3389,corp\jdoe,file_access,Zeek,WIN-SRV50,DC01,chrome.exe,,639,9935477,TCP,403,benign,none,none,0.02
265,2026-02-14T12:32:00Z,10.0.7.137,151.101.1.69,53221,88,corp\jdoe,process_exec,Sysmon,WIN-SRV50,FILE01,chrome.exe,,3546,4490871,TCP,0,benign,none,none,0.13
266,2026-02-14T19:05:00Z,10.0.5.229,151.101.1.69,56355,88,corp\admin,login,Windows_EventLog,WIN-WS22,DC01,chrome.exe,,5527,1283456,TCP,403,benign,none,none,0.08
267,2026-02-14T08:29:00Z,10.0.4.82,10.0.1.10,62833,3389,corp\admin,network_flow,Windows_EventLog,WIN-SRV50,ext-news,backup.exe,,8818,7570656,TCP,200,benign,none,none,0.07
268,2026-02-15T02:15:00Z,10.0.2.164,10.0.1.10,64875,88,corp\asmith,process_exec,Sysmon,WIN-WS21,FILE01,chrome.exe,,3903,5488420,TCP,403,benign,none,none,0.06
269,2026-02-15T07:43:00Z,10.0.1.203,198.51.100.45,59819,3389,corp\jdoe,file_access,Windows_EventLog,WIN-WS21,ext-news,winlogon.exe,,878,3234423,TCP,200,benign,none,none,0.11
270,2026-02-15T07:01:00Z,10.0.6.59,151.101.1.69,62638,88,corp\asmith,process_exec,Sysmon,WIN-WS22,DC01,powershell.exe,,9699,6707478,TCP,200,benign,none,none,0.14
271,2026-02-14T14:33:00Z,10.0.7.71,10.0.1.10,60369,3389,corp\jdoe,login,Sysmon,WIN-WS22,DC01,powershell.exe,,2493,1306991,TCP,403,benign,none,none,0.07
272,2026-02-14T20:57:00Z,10.0.2.183,151.101.1.69,52807,3389,corp\asmith,network_flow,Sysmon,WIN-WS22,DC01,winlogon.exe,,5734,3556624,TCP,403,benign,none,none,0.02
273,2026-02-14T22:17:00Z,10.0.8.16,198.51.100.45,59826,88,corp\asmith,login,Windows_EventLog,WIN-WS22,ext-news,powershell.exe,,4358,2528700,TCP,200,benign,none,none,0.06
274,2026-02-15T07:47:00Z,10.0.8.21,151.101.1.69,52194,3389,corp\asmith,file_access,Sysmon,WIN-WS22,DC01,chrome.exe,,6909,7300060,TCP,0,benign,none,none,0.07
275,2026-02-15T04:19:00Z,10.0.8.180,203.0.113.88,58371,445,corp\jdoe,process_exec,Zeek,WIN-WS21,ext-news,winlogon.exe,,517,3121203,TCP,403,benign,none,none,0.12
